1,Cabaña,"",1
2,Complejo,"",1
3,Hospedaje,"",1
4,Casas,"",1
5,Paraje,"",1
6,Quinta,"",1
7,Restaurante,"",2
8,Pizzería,"",2
9,Cervecería,"",2
10,Heladería,"",2
11,Panadería,"",2
12,Parrilla,"",2
